2020-08-14 16:54:00,639 INFO  order.id002_updateCheckOutProduct -  My Account Page - Step 1: Open Prodcut Detail
2020-08-14 16:54:02,304 INFO  order.id002_updateCheckOutProduct - Product Detail Page - Step 2: Click button Add to cart
2020-08-14 16:54:02,572 INFO  order.id002_updateCheckOutProduct - Product Detail Page - Step 3: Verify toast msg displayed
2020-08-14 16:54:03,198 INFO  order.id002_updateCheckOutProduct - Actual = The product has been added to your shopping cart
2020-08-14 16:54:03,198 INFO  order.id002_updateCheckOutProduct - Expected = The product has been added to your shopping cart
2020-08-14 16:54:03,198 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:03,198 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:03,200 INFO  order.id002_updateCheckOutProduct - Product Detail Page - Step 4: Close toast msg
2020-08-14 16:54:03,428 INFO  order.id002_updateCheckOutProduct - Shopping Cart Page - Step 5: Open Shopping Cart
2020-08-14 16:54:05,030 INFO  order.id002_updateCheckOutProduct - Shopping Cart Page - Step 6 : Click Checkbox agree
2020-08-14 16:54:05,141 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 6.1: Click Checkout button
2020-08-14 16:54:07,583 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 7: Checkout screen is displays
2020-08-14 16:54:07,583 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 7.1: Header screen is displays
2020-08-14 16:54:07,852 INFO  order.id002_updateCheckOutProduct - ===PASSED==
2020-08-14 16:54:07,852 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 7.2: Page Billing address displays
2020-08-14 16:54:08,086 INFO  order.id002_updateCheckOutProduct - ===PASSED==
2020-08-14 16:54:08,086 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 8: Input infor
2020-08-14 16:54:10,802 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 9: Click Continute button
2020-08-14 16:54:11,065 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 10: Page Shipping Method displays
2020-08-14 16:54:11,290 INFO  order.id002_updateCheckOutProduct - ===PASSED==
2020-08-14 16:54:11,290 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 11: Select any Shipping method
2020-08-14 16:54:11,469 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 12: Click Continute button
2020-08-14 16:54:11,720 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 13: Page Payment Method displays
2020-08-14 16:54:11,950 INFO  order.id002_updateCheckOutProduct - ===PASSED==
2020-08-14 16:54:11,950 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 14: Select any Payment method
2020-08-14 16:54:12,129 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 15: Click Continute button
2020-08-14 16:54:12,419 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 16: Page Payment information displays
2020-08-14 16:54:12,663 INFO  order.id002_updateCheckOutProduct - ===PASSED==
2020-08-14 16:54:12,663 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 17: Verify Body Payment information displays
2020-08-14 16:54:13,027 INFO  order.id002_updateCheckOutProduct - ===PASSED==
2020-08-14 16:54:13,027 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 18: Click Continute button
2020-08-14 16:54:13,298 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 19: Verify Billing Address/ Shipping Address/ Payment / Shipping infor
2020-08-14 16:54:13,895 INFO  order.id002_updateCheckOutProduct - Actual = Nhan Nhan
2020-08-14 16:54:13,895 INFO  order.id002_updateCheckOutProduct - Expected = Nhan Nhan
2020-08-14 16:54:13,895 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:13,895 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:14,112 INFO  order.id002_updateCheckOutProduct - Actual = Email: binvnese87761@gmail.com
2020-08-14 16:54:14,113 INFO  order.id002_updateCheckOutProduct - Expected = Email: binvnese87761@gmail.com
2020-08-14 16:54:14,113 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:14,113 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:14,330 INFO  order.id002_updateCheckOutProduct - Actual = Phone: 0935602450
2020-08-14 16:54:14,330 INFO  order.id002_updateCheckOutProduct - Expected = Phone: 0935602450
2020-08-14 16:54:14,330 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:14,330 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:14,548 INFO  order.id002_updateCheckOutProduct - Actual = Fax: 123456789
2020-08-14 16:54:14,548 INFO  order.id002_updateCheckOutProduct - Expected = Fax: 123456789
2020-08-14 16:54:14,548 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:14,548 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:14,776 INFO  order.id002_updateCheckOutProduct - Actual = 32145324 AVASD
2020-08-14 16:54:14,776 INFO  order.id002_updateCheckOutProduct - Expected = 32145324 AVASD
2020-08-14 16:54:14,776 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:14,776 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:15,017 INFO  order.id002_updateCheckOutProduct - Actual = 29 Ho Xuan Huong
2020-08-14 16:54:15,017 INFO  order.id002_updateCheckOutProduct - Expected = 29 Ho Xuan Huong
2020-08-14 16:54:15,017 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:15,017 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:15,250 INFO  order.id002_updateCheckOutProduct - Actual = 203 Ong Ich Khiem
2020-08-14 16:54:15,250 INFO  order.id002_updateCheckOutProduct - Expected = 203 Ong Ich Khiem
2020-08-14 16:54:15,250 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:15,250 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:15,482 INFO  order.id002_updateCheckOutProduct - Actual = Da Nang,550000
2020-08-14 16:54:15,482 INFO  order.id002_updateCheckOutProduct - Expected = Da Nang,550000
2020-08-14 16:54:15,482 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:15,482 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:15,703 INFO  order.id002_updateCheckOutProduct - Actual = Viet Nam
2020-08-14 16:54:15,703 INFO  order.id002_updateCheckOutProduct - Expected = Viet Nam
2020-08-14 16:54:15,703 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:15,703 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:15,703 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 20: Verify Shipping Address infor
2020-08-14 16:54:15,937 INFO  order.id002_updateCheckOutProduct - Actual = Nhan Nhan
2020-08-14 16:54:15,937 INFO  order.id002_updateCheckOutProduct - Expected = Nhan Nhan
2020-08-14 16:54:15,937 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:15,937 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:16,156 INFO  order.id002_updateCheckOutProduct - Actual = Email: binvnese87761@gmail.com
2020-08-14 16:54:16,156 INFO  order.id002_updateCheckOutProduct - Expected = Email: binvnese87761@gmail.com
2020-08-14 16:54:16,156 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:16,156 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:16,406 INFO  order.id002_updateCheckOutProduct - Actual = Phone: 0935602450
2020-08-14 16:54:16,406 INFO  order.id002_updateCheckOutProduct - Expected = Phone: 0935602450
2020-08-14 16:54:16,406 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:16,406 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:16,635 INFO  order.id002_updateCheckOutProduct - Actual = Fax: 123456789
2020-08-14 16:54:16,635 INFO  order.id002_updateCheckOutProduct - Expected = Fax: 123456789
2020-08-14 16:54:16,635 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:16,635 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:16,853 INFO  order.id002_updateCheckOutProduct - Actual = 32145324 AVASD
2020-08-14 16:54:16,853 INFO  order.id002_updateCheckOutProduct - Expected = 32145324 AVASD
2020-08-14 16:54:16,853 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:16,853 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:17,073 INFO  order.id002_updateCheckOutProduct - Actual = 29 Ho Xuan Huong
2020-08-14 16:54:17,073 INFO  order.id002_updateCheckOutProduct - Expected = 29 Ho Xuan Huong
2020-08-14 16:54:17,073 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:17,073 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:17,308 INFO  order.id002_updateCheckOutProduct - Actual = 203 Ong Ich Khiem
2020-08-14 16:54:17,308 INFO  order.id002_updateCheckOutProduct - Expected = 203 Ong Ich Khiem
2020-08-14 16:54:17,308 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:17,308 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:17,523 INFO  order.id002_updateCheckOutProduct - Actual = Da Nang,550000
2020-08-14 16:54:17,524 INFO  order.id002_updateCheckOutProduct - Expected = Da Nang,550000
2020-08-14 16:54:17,524 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:17,524 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:17,742 INFO  order.id002_updateCheckOutProduct - Actual = Viet Nam
2020-08-14 16:54:17,742 INFO  order.id002_updateCheckOutProduct - Expected = Viet Nam
2020-08-14 16:54:17,742 INFO  order.id002_updateCheckOutProduct - Compare value = true
2020-08-14 16:54:17,742 INFO  order.id002_updateCheckOutProduct - ===PASSED===
2020-08-14 16:54:17,742 INFO  order.id002_updateCheckOutProduct - Checkout Page - Step 21: Verify Payment method infor
